,returns,CDF for h = 0.001,CDF for h = 0.003,CDF for h = 0.01
686,0.0018075908813255381,0.5313505082271508,0.537123822462331,0.5250224326784424
1787,0.0027166329032417558,0.5524963481990226,0.5536221541322052,0.5411861360498436
2158,0.0035795481080123093,0.5663883941762168,0.5691080016562402,0.5569473503502611
1185,0.004376962569024201,0.5916719344695233,0.5850863073262356,0.5703389585450633
2140,0.004859191813235908,0.603304603812163,0.5930841418294666,0.5785921674201542
1842,0.005567007174927863,0.596922585940924,0.6103651956240963,0.5888744853929446
1958,0.006099878792515279,0.6290312793180497,0.6179196797051277,0.5994718194913682
66,0.007954608998093304,0.6576962382923477,0.6477281093995584,0.6263750621227394
1689,0.008574075458854358,0.6590486507845496,0.6534383705874109,0.6399200955244477
366,0.009011587172181645,0.6673562529379176,0.6650182724555095,0.6432110073024434
1287,0.009060878215362056,0.6599099831622973,0.6654607688052973,0.6471886899761087
1588,0.009470991041631072,0.6681649799087823,0.6623419352522381,0.650751102088871
1824,0.009752378209554324,0.6674070409146067,0.6725539025800137,0.657833663891304
738,0.01010981509654374,0.6794223003727128,0.6768819150603524,0.6620941124164381
1138,0.010657991131376887,0.6897790805897905,0.6836236655759055,0.6705093580487
2274,0.010703204582064307,0.687743595694229,0.6904335571754779,0.6716768500830775
2009,0.011364760913586958,0.6862272307201523,0.6944477309768458,0.6797133530906253
86,0.013420933011446756,0.7323834955437616,0.7279824346028871,0.7090005845540689
89,0.014218268103991516,0.7401151903484153,0.7427493332869873,0.7204357788898069
1201,0.014722997454330589,0.754330439697477,0.745741550054312,0.725030351090057
2259,0.015197888345780619,0.7602757636618138,0.749307769492267,0.7323932033910296
2366,0.015603757884181446,0.756211312316597,0.7544653442521115,0.7415059567222211
422,0.016237267896249685,0.764659319705734,0.7675534807874819,0.7473408471511157
1156,0.017319857916938908,0.7707679215020612,0.7737627270893748,0.762638846914723
524,0.0176945141388809,0.8052863145734558,0.7873999545929302,0.7671517864818735
940,0.018742982707263822,0.8071506524121411,0.7952915642691258,0.7790576322900971
1894,0.02009528291166962,0.8136208252234172,0.8135670985642786,0.798822296637075
357,0.02021783774618413,0.8243147251398067,0.8202316110588769,0.794123147068084
371,0.021328335760584016,0.8226402758883457,0.8254884377695282,0.8059236829383962
1804,0.021732056243144227,0.8413080321836649,0.8312978097938166,0.813261663525814
139,0.021779300972713855,0.8413410614877079,0.8309956416314176,0.8092523063598772
1851,0.02240056086504727,0.8354507260291768,0.8360435031956813,0.8221170088413646
679,0.0243741094554335,0.8511219435125156,0.8519543388417823,0.8401036257858401
1839,0.024781751383470718,0.8653797546071598,0.8530872297766714,0.8406156372249728
2234,0.02564932554452226,0.8746062114448785,0.8687241536295497,0.853160132514776
1572,0.026583536859223766,0.8893117497572111,0.8825325410990403,0.8528496103229417
2056,0.026993746745804348,0.8807356358464661,0.8792860889736918,0.8602430227741321
761,0.027783053500052057,0.8768233853940255,0.8845651398831318,0.8697336227695243
810,0.028204912033326535,0.8928812338811662,0.8901347962867147,0.8736869742505315
421,0.028293433089066067,0.8961098308223993,0.8881608986807541,0.8772525733133619
1350,0.03073841962150703,0.9082138383509115,0.9137633219747454,0.8905849139635497
1321,0.03155841451302255,0.9149386468746646,0.9223862420237998,0.8971411291081471
2215,0.03241812426812962,0.9248146495480873,0.9187915520701506,0.9042265934696079
2445,0.03244493037173113,0.9287514432734522,0.9242109692403794,0.9012632728403855
2373,0.03355580252434409,0.9243472798026535,0.9211419972412194,0.9085418626845306
1205,0.034190733140752716,0.9221160804399515,0.9371742560345693,0.9124240416351754
1339,0.03568529325705949,0.9412699689117326,0.9388790491234065,0.9215726375701639
93,0.03598976305843182,0.9579020434001787,0.9409253391967944,0.9254268958679789
2419,0.03667529982263562,0.9480657202392847,0.9436618135271868,0.9274554008134829
78,0.03686505037562471,0.9441594017187366,0.9348106049319579,0.9337283212273709
2212,0.03910918913981298,0.9566065807659383,0.9444459778539124,0.9368340591759691
1718,0.0422268736185738,0.9624668958886219,0.950571788718815,0.947915346938951
332,0.04425468384318165,0.9671197171482554,0.9624137531578283,0.9556811718535417
560,0.04493917424544902,0.9728141405103066,0.9696152794023735,0.95573447941482
900,0.04515032508008954,0.9601994116726305,0.9630142438047157,0.9624232994162738
564,0.04613354689487337,0.958680295631448,0.9620114628375993,0.9619760826232878
1004,0.047618862622912816,0.966800253378057,0.9747925168618233,0.9607972565364608
963,0.04848809940139631,1.0069599506074762,0.976994600674733,0.9680197602263289
1770,0.04861607230166376,0.9818810712685376,0.9770515729403512,0.9671953453543872
1748,0.049411275953906264,1.003674785381285,0.9792725906846592,0.9674278247927933
603,0.050208630221498574,0.9924873392607129,0.9708000465226545,0.9741591132396888
915,0.0504049727072704,0.9697982856258088,0.977334679119464,0.9694187701335146
1742,0.05052256904449037,0.989652102305563,0.975961007447761,0.9758425883019265
1738,0.05169788746074322,0.9783962621945319,0.992386518837227,0.9765322725102324
1340,0.05218225704238488,0.9756639392681182,0.9841389018243492,0.9795144133429282
880,0.05508531743977141,0.9991214510258123,0.9785335576550901,0.9825555524325791
71,0.055225888274656576,0.9875179368428606,0.9825957453567349,0.9823330790611433
1337,0.05637360865085417,0.9917112697183559,0.9900194176544622,0.9865657234111511
491,0.056879627583428016,0.9748983219886032,0.9859665976789969,0.987898571205674
2183,0.05728180126252669,0.9847165262931801,0.9952250058655635,0.9834048543524166
2201,0.05741344011380489,0.9885165005379042,0.9867327375228107,0.9816713302356295
1007,0.05766764005783376,1.0031996044035296,0.9865438421758628,0.9858691318226452
1516,0.05815644884056703,0.9812873681374875,0.9773347287359178,0.9813778345101161
803,0.05924794890006768,0.9960523629674052,0.9775599109125848,0.9832884922534229
2439,0.059468064125463016,0.9984527861206633,0.9883468785218044,0.9836322307480666
1809,0.05956192706377417,0.9912109801680454,0.9869075014590045,0.9891073998620291
667,0.05977987434585996,0.9928870932847792,0.9895693638667288,0.9917909301947254
1628,0.06062742087862261,0.9992538715936927,1.0025354671775588,0.9882333738918956
1372,0.06169927712355627,1.0027808496768489,0.9815635277575951,0.9827454202915346
1441,0.06228692320574791,0.9960644298095328,0.9838686366341602,0.9859537956414642
259,0.06245357093599635,0.9659906724634929,0.9887121424235816,0.986891694598422
2416,0.06358257210008444,0.9987080753870712,1.00201616749427,0.9944434799116918
1759,0.06568720987195009,1.0012745761259156,0.9875900391210937,0.9879670122406672
1001,0.06578284322574968,0.9961006588688112,1.001245912148253,0.9943157424856103
724,0.06629541561411689,1.0094745958089,0.990884017202675,0.9916509193636008
1790,0.06775904261641519,0.9954368085737068,1.0009180032548812,0.9973429951545731
2410,0.06784771927634048,0.9733001259881637,0.9842478643480956,0.983649296501182
1449,0.07044307532640759,1.0054770317429154,0.9854024213057364,0.9909023002535291
1920,0.07112112101075496,1.021591470290026,0.9969183773439997,0.9948463111033902
1938,0.0716823962139781,1.0055929572019517,0.9904184538176574,0.9971598571880771
470,0.07199408615590697,0.9890699154095843,0.9913128507726172,0.995641907975149
1731,0.0741863381978185,1.0135970686937479,1.002075323492899,0.9970834532796538
1741,0.07482839564413735,1.0035985637997298,0.9937820392364168,1.0043685510149207
1530,0.07579448210542927,0.9974736941275909,0.9818664861372768,1.002913962395993
1666,0.07695446187220956,1.0036114489432901,1.0014915028403955,0.9879620719997048
2443,0.07797449647146237,0.9953902902428411,0.9895890996580972,0.993657592934421
1669,0.07958609135486339,0.9810789430730754,0.9913554056482617,0.9984671673165815
1974,0.08015802008477046,1.0152647505506687,0.9959694341042328,1.0011661805227874
225,0.08017179199929725,1.016850767739705,0.9985470845363108,0.9978867424511142
2280,0.08074336313289443,0.9896414946486706,0.9965282430278817,0.9955433811584388
1096,0.08199724118663787,0.9922049452714486,1.0007873159205216,0.9972894176909031
2318,0.08209686047647935,0.9820734635952473,0.9951381529550156,1.0053624530492815
1197,0.08327415391335058,0.9734492298585568,0.9853910121996078,1.0014567753301127
2194,0.0832939959019654,1.0026052815437467,1.0085573802591163,0.9979718743426785
1858,0.0859473837142335,0.9975266977130204,0.9994357229143902,0.9974221201117807
1986,0.08636103199773926,1.0100912689911767,0.9959933068994448,0.9964326567105679
2294,0.08651121990132005,0.9964280586235967,1.0042658615552436,0.9969033996648997
312,0.08772930082485852,1.0038260371579868,0.9910139716857905,0.9976822986458891
948,0.08840154444374337,1.0032933773622503,0.9869237350713334,1.0075902031759116
165,0.08851116368195755,0.9936426977949979,1.0082299700671755,0.9934688347956795
195,0.08904650557224225,0.9928832335573791,1.0037522031440598,0.9999804624930271
1562,0.08930135986319421,0.9950279669971897,0.9972987116986649,1.0009794371821055
1622,0.08953479318752544,1.0120825502073638,0.9980677640107637,1.000219663900134
244,0.0906125089693186,0.9919148663287857,1.004105407462676,1.00578139761218
1002,0.09081573575266422,1.006465221338334,0.9928821150566655,0.993110568219413
1027,0.09175943262263075,0.9950602374765501,1.0022528765871743,0.9960659122510689
1575,0.09206236870566009,1.0050584728146101,0.9980619528419414,0.9971048334001927
1105,0.09246810215570012,1.0082334631665517,1.006342583851392,1.0060643663254176
1522,0.09321411721729622,0.977008224395583,0.9990717368803343,1.0007516762630173
2227,0.0933356510283756,0.9830459666846606,1.0013626274881107,1.001352294257859
253,0.0942761129246199,1.001863214716733,0.9907833986787294,0.9950383792528904
737,0.0962381369132066,0.9952658844142998,1.0027039641477202,1.002590577233952
476,0.09656553109730237,0.9773687999424007,1.00136096823886,1.0024920286355763
2160,0.09701629291901326,0.9821395073816949,1.003538794521943,1.0021561974678705
572,0.09788949401235536,0.9914492919315016,0.9978338287139569,0.9956218820570193
63,0.09823577885707957,1.0004074850298688,0.9977559091996271,0.9984325988961403
266,0.09900067735291906,0.9944476025273264,1.0042224441192504,1.0030015878591265
1843,0.09915782274279317,0.9962234297791531,1.005410019697383,1.009027845073386
1049,0.10041000932684052,1.0095374710206273,1.016195910653847,0.9998374021627453
1297,0.10053732307212093,1.008494761012176,0.9976937951697813,0.9977472774826001
2482,0.10168733945123543,1.0027764424433292,0.9994533609124363,1.0061254178033505
924,0.10416480973412057,1.008673459068187,0.9939525662041959,1.0028589460946342
2308,0.10432297645161137,0.9985147737714383,1.0033255910023657,0.9928107161980458
568,0.10465759330361979,1.0043571688883761,0.9884320582447715,1.0081440975166058
1747,0.10539329530120867,0.9800021923599265,0.9975402336358317,0.9963653291664881
84,0.10574940446486591,0.9766192945967797,0.9871253398017589,0.9972002103830184
1192,0.10622213190388985,1.00038291387259,0.9891503753281669,1.0024005403759357
1075,0.10754366485734357,0.9853475723004923,1.0037843663258563,0.9892391754123974
2220,0.1077176179677144,0.9933043713307107,0.9944989896787151,0.9990682115538027
1487,0.10773727041605907,0.997396341621001,1.0014778015360764,0.9948942509951786
1651,0.10782841788956721,0.9834046799906302,0.9941122116808303,0.9984078876604493
2120,0.10857304613358765,0.9775359673577189,0.9929269345776561,0.9966237583958871
2013,0.10922053767155004,0.9818330039855977,0.999513410628506,0.9970832069922733
1151,0.11013782121470395,1.004715781843908,1.0078949191297102,1.0010067102541844
2360,0.11355774813901132,0.9936805348392548,0.9848700511233917,0.9968271874844314
2106,0.11883234513197993,1.0030085115186835,1.0031059282950792,1.0038546741388872
239,0.11897711386788612,0.991274610113311,1.0044973258113823,1.008861117987367
299,0.11957640880620768,1.0325509680979397,0.9965390126661452,1.0017742897827653
20,0.12138867442748547,1.0063356581303906,1.0005276836417274,0.9909319852634292
276,0.12171794930542479,1.0068307060929589,1.0023108651425534,0.997981881413983
1740,0.12342588358424456,0.9704097020492368,0.9942862095601596,0.9958004129165743
562,0.12370542207992319,1.0058672236258595,1.0011840196242252,0.9986820719692303
1861,0.12390680240234775,0.9577209670623378,0.9991604559573104,1.0014539775756894
766,0.12430930736485801,0.9799646947120043,0.9961037545516166,0.9934350860730885
608,0.1244427582784704,0.9992592837360683,0.9974467244027951,1.0024095853204662
1810,0.12464416517001875,1.01926681827297,1.0062024843763036,1.003288559682518
2115,0.1251482087705056,1.033677200895118,0.9997973854625322,0.9965682677635531
2273,0.12692806216182628,1.0155877915920455,1.0081506639759195,0.9968779389555652
1518,0.1270325212469554,0.9911673688736479,0.9982843709925027,0.995346082831414
2488,0.12723723340325743,1.0060800032286459,0.9897530026711365,1.0029372040676103
1210,0.12727327074419592,0.9823206934940836,1.0028516800485718,0.9937309603485847
2162,0.12728108575680075,1.009248468374845,1.0017075342706772,1.0062890985136304
2339,0.12846323973091267,0.970960595442463,1.009486784426438,0.9937709959039764
1966,0.1300371673997751,1.0091870354202594,0.994002794502387,1.0095206012712363
433,0.13115234938241405,0.9967521617233752,0.9868940765490514,0.9973558914140456
850,0.13155062633874293,1.025811512852563,0.9960109176284423,0.9994197597997244
2493,0.13155868911264745,0.9966398562663907,0.9979567767247227,0.996144655760808
1891,0.13180435899637732,1.0247135717829692,1.0159969957384682,0.9945568660637732
891,0.1328790551978749,0.9982620668351961,0.998702855870719,0.9964735163726549
712,0.13300285621225116,0.9876000378003815,0.9990093090267396,0.996678736040387
702,0.1345166161092679,1.009289297728666,0.9960230110181902,0.9871482414978807
2479,0.13460959533769712,1.0210834615300257,0.9962081056528561,1.0009963641475037
650,0.13477794819976308,1.0200245614803058,1.0045117072352985,1.0034345361981587
351,0.1350341401219879,0.9674065852064425,0.9862628430882293,0.9967161472416274
2388,0.13516150873825117,0.9995551574847441,0.990383003443623,0.9900631726551335
2055,0.13516338813029471,0.989204199316694,0.9892305830506799,0.9975477562156385
1142,0.13526808392487277,1.011300050604728,1.0092642855762595,0.9970001846221912
2498,0.13655414863834392,1.022306583952872,0.9847842961835481,1.0018049169151535
301,0.13792171021007138,1.0130860989411128,1.0156436128834563,1.001001650276633
2297,0.13803061007197082,0.9770212765457522,1.0034463685895239,0.9997167964612386
1813,0.1381209553799847,0.9905396352581232,0.9917726950196136,0.9997232554434361
235,0.14313391011633692,1.0276281711538569,0.9803696742516339,1.0005983223458224
1166,0.14370359218049034,1.018063894325625,0.9897879856835832,0.9993307995534044
495,0.14411751118680827,1.0002954975759188,0.9920431922955965,1.00054308024408
2245,0.14562540603910223,0.9843876701078403,1.0097055413277451,0.9978295522154089
642,0.14713478458023088,0.9939915134663567,0.9982550761317097,0.9972782160796413
406,0.14758194628270194,0.9963742747469192,0.9958084113641655,1.0062293134215448
964,0.1476007372006356,0.9850083120100769,1.0105701501915068,0.9924381924444209
744,0.14802516591873016,1.0017086145683265,0.9995623174459339,0.9918436063807722
290,0.14859467858011777,0.9989901074177375,1.0001964452577494,0.9985554445915369
641,0.14922604711345677,0.9778634155095975,1.0059126957219244,0.9934570277889287
2148,0.14939618662184007,1.0110695491754047,1.0077863397057645,0.9951681604446678
62,0.14957225321975054,1.001081802785067,0.9974800793925597,0.9987816290729331
1696,0.1501185199793953,1.0004825917493276,0.9941774000625409,1.0080547332671026
1256,0.15122538594823864,0.9784808339943639,0.9844599256606261,0.9989447178361305
170,0.15181320629458916,1.0070992579979796,0.9841996663145496,1.003778750399799
860,0.15229214193398888,0.9561775606183855,0.9917482955483785,0.9914117143627698
482,0.1523592066122199,1.0197831282782053,0.993288936564714,0.9930233946796507
615,0.1532059510903716,1.0047365900992535,0.9991747119181906,0.9984081431168926
1760,0.1534224714124599,0.9963376738245904,1.0023426977565468,1.0031578531161114
2241,0.15403762728040538,1.0109970438531224,0.9869108960184165,0.9968669529187212
1252,0.15416673205196396,1.0165264034532437,1.0165176522831336,0.9995022265609778
869,0.15477421055114537,1.0214023602683335,1.00517028602943,1.0001240970863006
122,0.1549604111765961,0.9563945279183951,1.0004209405954338,1.0012073511690534
1381,0.15512601327205267,1.0142496504712568,0.9901624246947561,0.9885378466760756
485,0.15635037691610876,1.0229558864487802,1.0105954463429987,1.004064564917723
179,0.1575045790303904,0.9978437618166774,1.0059480621294754,1.0008103183771813
2103,0.15879751611872273,0.9948236646060019,1.005645411768377,1.0017625401217827
1212,0.1603103391213696,0.9820908086660936,0.9840191194937882,1.0019012894897579
687,0.16064349461016003,1.0024610990914695,0.9988275748105236,1.0090544865841828
1912,0.16219830609151664,0.9960386464612999,1.0081181683921934,1.0114277516811456
472,0.16226178626555776,0.9996008947826306,0.9987795194907428,1.0008993333924021
23,0.1627883350827164,1.021044757332359,0.9870472472391343,0.9993129256377727
2464,0.1640482269857968,0.9996140228657766,1.0074676667058111,0.9895566473489521
302,0.16520081556033572,0.9733938633109073,1.0002351892226975,1.0017237751049235
27,0.1653003426446975,1.0324679501798535,1.007400336762477,0.9958015713333698
1697,0.16553141743677124,0.9890165894903813,1.0047291169498507,1.0002402566115343
658,0.16580359956807045,1.003812742683582,0.9778159276282629,0.998942747397167
2218,0.16770639360003803,0.9918732059141846,1.0155806246891665,1.0006708855269861
2424,0.17040174971177224,0.9981717787896858,0.9962654890531922,0.9990909334688779
21,0.17113930827355173,1.0248669343681645,0.9845431395964026,0.9975973940185111
1634,0.17126673949284132,0.9574620583514246,0.9960764842675325,1.0014520590898017
1090,0.17154747582368057,0.9769440334432445,0.9955618432065678,0.9908934079580791
538,0.17166039891458462,0.9749335914820387,1.013317087003125,0.9998748458080972
1133,0.17244859392300604,0.9699916162928939,0.9979914993053394,0.998615437754127
1222,0.1724773815111058,0.9824770678972063,0.9979556549136309,1.0070232869089253
1694,0.17363200584269411,1.0027669251948645,1.0153256756386104,0.9942921999620009
1359,0.17390419239788302,1.00279147514013,1.000523371298933,0.9996814269591281
1098,0.17486871860467246,1.0050798387149689,0.9873252116609256,1.0085713691088087
413,0.1754715832395164,1.0118163911824318,1.0092004995214572,0.9973569384934816
2221,0.17600363245465034,1.0015114052342835,1.0091506345581214,0.9970491523196134
1674,0.17846701964513922,0.9957383567942875,0.999068923540571,0.9975136619285473
592,0.1790578966648042,0.9858037928814875,0.9842123389635955,1.0016634101639816
1223,0.17933577834344638,1.033645991012502,0.9998175825887761,1.0023665462600904
1264,0.17958029993398328,0.9726982202970245,0.9835965149292947,1.0086214142582093
1231,0.17974268302389285,1.0051763182173716,0.9944547934929383,0.9978714562923627
85,0.180571731099046,0.9982849478083826,0.9950050809784626,0.9923925865064035
1896,0.18114032677524383,1.0153678650576377,1.0086770444143986,0.9924135932542645
1907,0.18118118047961995,1.0111476703307183,1.0020379367479828,0.9961933556136392
1921,0.18239276865900833,1.0176351027794137,0.9906901198565491,0.9996897590582344
1690,0.18247353369102925,1.020602704496957,0.9976720408824389,0.9944242261652042
494,0.18259360863662688,0.9932605164308131,0.9881223433415993,0.9989435791013215
1546,0.18461148001143868,0.9981668073850373,0.9956161788496458,1.004095429859143
1055,0.18468541892442647,0.9843414577539992,1.0146849412572685,0.9995739052718241
1452,0.1851430024338807,1.0564792182451037,0.996006331365674,0.9914596912268794
449,0.18572745990652484,1.003534665426365,0.9903191694538802,0.9903356109090612
1171,0.18666649201624264,1.003155649798758,0.9962685786708323,0.992705230980855
2380,0.18746196676266824,0.9871163036042239,0.9900740874680924,0.9953390891986655
1922,0.18782854374091174,1.0252183959794268,1.0107901953891065,0.994482732102137
238,0.18827494259837385,0.9708571478165146,0.993168539616658,1.0096993784073705
2265,0.18843643147688316,0.9802714988013116,1.0049309864733935,0.9985070719231525
980,0.18888217804260532,0.9780412207441616,1.0038426613610767,0.9982691613827792
2228,0.18998633742936466,0.9956265198891785,1.0088803782890936,1.0011358220195474
10,0.19086737607340298,0.9660312849174373,0.9900530914007655,0.9932493797337701
831,0.19377008481811941,0.9900341882325386,0.9938091908528102,0.9982204221879946
255,0.19390121419592754,1.0370116073229239,1.009276420849265,0.9952612142178926
2315,0.19406243526616662,1.001127089659242,0.9968482114204067,1.0010982153288654
171,0.19460750185419484,1.0148532745451697,0.9959067997347322,1.0064345978985951
1346,0.19671660952706782,0.9786849028484598,0.9878250193462549,0.9918931773836419
36,0.19710761282514389,0.9738741761801193,1.0159497420213133,0.9950674029533677
596,0.19782940304154661,1.0668833467294685,1.0052198540278918,1.0004111259869803
336,0.19818428841741897,1.0000622762975222,1.0085748057529844,1.0016736758801614
453,0.20002595205886853,0.959383782879425,0.997365381371304,1.0011157790562693
398,0.20042732040067213,0.9954325501574783,1.0055409254301582,0.99104946628182
24,0.20143712311189188,0.9775180186948302,0.9963496710697913,0.993606261313705
2423,0.20271918170094816,0.9934216919074158,1.003664088414346,1.0016434140735402
1679,0.20357214028659354,0.9937135828253643,1.0086824456988905,1.0047971809624945
788,0.20357363756606217,0.994697101591506,0.9836430372824277,1.0000963251011452
2244,0.2040321173344175,1.014413139905509,0.9806404531429584,1.0033779593934762
893,0.20408615748026793,0.9607922669554624,1.0011857415819359,1.0059463045554642
1262,0.20430184667400741,0.9765940588302606,0.9889368061630222,1.0020013331928017
1591,0.20563476664793945,0.986407293014231,1.0289269504781555,0.9950213190468229
646,0.2062645607652298,1.0026717744024385,1.0048149741281203,0.9916683565810303
2276,0.20742938096249208,1.013534863469064,0.9877804927226141,0.9961379728873679
1587,0.20852902723806266,1.0115649659993737,0.9995998934956475,1.0071209408122666
752,0.20874319071428205,0.9806742445833859,0.9925411190615392,0.9995265997872569
1497,0.2096627743081454,0.9610453745289903,1.0189640194277192,0.999581961859747
1034,0.21060637274903704,0.9850502377794862,1.0090710722668634,0.9952689795507842
1462,0.21074855513430601,0.9748761681580392,0.9842362377282418,0.9975655424321258
701,0.2115262718792401,1.012295070879207,0.9948533762822399,1.0046060404723158
44,0.21162460592911336,1.01320640016144,1.0043312140116372,1.006471031810064
1380,0.21197882054931605,1.0305237129888727,0.9872008060296911,1.0024808354300097
1998,0.21314646745841026,1.0182398224262803,0.9807484252095574,1.006598312840333
575,0.21488362923200888,0.9760577132637429,0.9985267517826004,0.999313234858249
1173,0.21632485838570115,1.0254482327645176,0.9990299458176021,0.9933706123062772
2352,0.21640800818442596,0.9985070822124709,0.9967786729706364,1.0034729587915652
56,0.2166968625291501,1.0366019771518797,1.0013458048251542,1.0127247781545428
1566,0.21800108739992496,1.0041783596908773,1.0139727544213712,0.998734726910066
469,0.2180621563058054,0.9798162149885076,0.9935649617610841,1.0100294658126252
440,0.22008255667571297,1.022489053163616,0.9933863888661506,0.994410358014201
1128,0.22061478636168408,1.0096597636300704,0.9967254300812723,1.0015167296238052
2263,0.22182866141824298,1.0338695232361217,1.0211213213030734,0.9933230355933836
894,0.22212490709924904,1.0116693907420087,0.9928862454004356,1.0030788425637487
546,0.22219478141232685,0.9936580083894679,1.0041401913470624,1.008971470126478
638,0.22224439039700683,1.0308542589757794,0.9832037037112494,0.9992684490994347
614,0.22270783133560568,0.9945248074659239,0.9896953346370672,0.9943924508755865
1969,0.2229170074186415,0.9746576832256676,0.9863118600826327,0.997577430295143
2082,0.22349216522799997,0.9949825371241406,1.003981998502856,0.995084770605657
1631,0.2256629339859011,1.0143291715432168,0.9900340637641102,0.9952045612844126
1422,0.2259623637946826,0.9737519496816701,0.9968146673330451,0.9968532693465859
1539,0.22719220993391143,1.0088844319121981,1.0019677078258207,0.991988805659712
1263,0.22802852747975333,1.0253357645349594,1.0209774839711945,0.9945815190516865
1227,0.22879835842394924,1.025225277236405,0.9979521772471471,1.0053064429683314
548,0.2288815139232776,1.0353960460367626,0.9874721908196867,1.0065259236690465
136,0.2291292438833339,0.9664334603162134,0.9917030179615266,1.0002882063630207
186,0.230839958775217,0.990055481409017,1.0079919164437054,0.99966638416558
112,0.23118173565135125,0.9741722594960114,1.0011253474767259,1.0006407254066916
769,0.23223434204839766,0.9970316195372029,0.9879788526876888,0.9817101988339492
1322,0.2322658974238352,0.9897951991584695,1.0055453268923105,0.997328539331855
542,0.23276621781522744,0.9958818277815973,1.0195513032381263,1.0119481851716001
2152,0.23344103262889093,0.9858424451288623,0.9816977208079374,0.9988949161535264
2074,0.23512615925465563,1.000954693490698,1.0100807972742505,0.9900841587179035
522,0.23559288971988068,1.015075467637863,0.9926791100101073,1.0064594191812168
2001,0.2360766948820272,0.9903211689061606,1.001624678566301,0.9864965096502388
81,0.23671144014799683,0.9758090990477553,1.0038992189989402,0.9950711727497488
95,0.23692661988165642,0.9877833029354831,1.0058668561332862,1.0103219199811628
1542,0.2383781622453076,0.9854870715752043,0.9798216678233722,1.0009586047938668
1887,0.23841573256749293,1.0026436756485801,1.0070065368740277,1.003961482307169
923,0.23867831226778224,1.0049185813543513,1.0101215577379856,1.0017295989416342
1983,0.2387498507803243,1.0162002984162424,0.9896404211505827,1.0058939107504143
1788,0.2398589043614867,1.0160146045272724,1.0085080486013844,0.9904016018056134
2016,0.2416627916368128,0.9730504909171942,0.9973286585727241,0.9994120560292364
2296,0.24179826655231018,1.0113680402025118,1.0067238432044374,1.0079827842194595
1866,0.2432576624435112,0.9979534300406739,1.0066016312338686,0.9919220357804783
1647,0.24432424738262104,0.9998299837003257,0.9954528754140244,1.0148425923959878
104,0.2450121977013886,0.9728237537824627,0.99508834510885,0.9979029255418138
1868,0.24661503631975323,1.005051157495746,0.9930064620093688,0.989753494000529
102,0.24680904516608426,1.033552707591816,0.9952243821267875,0.9968063381810591
1420,0.24731403695317478,1.023619383087291,1.0007119144274996,0.9949618308050082
2266,0.24788448425178067,0.9925560886308297,1.0103553128005092,0.993074585121541
839,0.24838141867169372,0.9898657532942889,0.9880974071783034,0.9984400431180085
2435,0.24917091682709547,1.0171392527193184,0.9923267377164305,0.9989290511353001
2204,0.251796237226523,1.019318788542654,1.0087263391732577,0.9930557200884524
29,0.25228566168592126,0.9772563807000256,1.000849757012414,1.0004854536135928
1150,0.2530734786989677,1.0370143781291146,0.969205448323561,1.0119935766151227
1345,0.2530982948219227,1.0065681053407964,0.981260742221481,0.9981376693638941
1930,0.25317768799035,1.052716215975743,1.003996526398645,0.988694361829639
1360,0.2542318618877233,1.002013168703774,0.968839147355904,0.992542318627097
827,0.25473584774471325,0.9760944003519235,1.0029017665390592,0.9865326286614647
832,0.25565712551929254,1.0177421844213808,0.9828651790964634,0.9956024362379551
2389,0.2564688392948713,1.053546654173361,0.996389780502556,1.00273591364627
1286,0.2566495194322911,1.012698068909372,0.9885895082064121,0.9910015896235188
2229,0.25812528405136237,0.9718396563061501,1.0044705984693267,1.0169382760953942
606,0.26343924999635027,0.9834442460792983,1.0004707927142689,1.0041744010835638
497,0.26358178286220757,1.0223309828127847,0.9954247403633457,0.9885165759605319
1972,0.26496000679970333,1.0179293144367954,1.0102777864978736,0.9924672922144089
1329,0.26521372090441186,0.9621057294248951,0.9999244124865025,0.9988514552981967
1101,0.26522124154755833,0.9770086430609268,0.9948316139104941,1.0079895649689545
945,0.26549075366812147,0.9959958365637903,0.9970321894640279,1.0046656890393444
1020,0.26581036917666356,1.0478027553801843,1.0099208283320609,0.9994995908719579
161,0.2658105440026268,1.0012468042799973,1.0144471262769996,1.0051565754335974
912,0.26613258432181075,0.9894962612797332,1.0027671955738957,0.9992213920143352
1239,0.26891757218443346,1.0253956033840805,1.0058842608103113,0.9942208326707803
2400,0.2713182882751397,1.0148583800085538,0.9925611496043536,1.0147921417374717
1604,0.2729918122351138,1.0234907351611857,0.9802208914671774,0.992867215429957
1328,0.27545259055860916,1.0369754106605895,1.006784602545539,1.0031301672728061
1883,0.27588985760154516,1.0023596528273586,1.0022133284318413,0.9956858797355176
1856,0.2770502029370654,0.9969310438511442,1.0021846828453311,0.9914717722954912
2127,0.27743571590372706,1.0045965893555375,0.996327488722706,0.9915631028687759
1917,0.2776996311375699,0.9571950374689961,0.9901163082587843,0.9969474673101245
2065,0.2786558056301851,1.0053651492446125,1.006996977090719,1.0058296140351302
96,0.27889218640837443,1.0029908833447845,1.0012275899420133,0.9934828713717938
639,0.27953280157543103,0.9917181340453792,1.0102486373004995,1.0074197920027725
1215,0.28057825320655616,0.9650031016302443,0.9996490892839679,1.0053766200472958
475,0.2825959474669242,1.0385621684397857,0.9959176062722073,0.9965642727113059
1168,0.283803782023363,1.0335285941844896,1.0159328688001543,0.9897829690989763
